0.440533,0.162806,9.24401,5.86,0.447716,0.217872,9.40682,6.535,0.457293,0.213084,9.22725,7.151,0.399832,0.19393,9.21528,7.764,0.521936,0.0766145,9.17219,8.378,0.430956,0.201113,9.22965,8.993,0.481235,0.184354,9.29668,9.606,0.483629,0.136469,9.2895,10.219,0.457293,0.172383,9.32781,10.833,0.481235,0.150835,9.31105,11.446,0.466869,0.179565,9.26317,12.06,0.454898,0.177171,9.33499,12.672,0.407014,0.184354,9.23204,13.286,0.447716,0.150835,9.15303,13.899,0.447716,0.220267,9.17937,14.558,0.454898,0.1652,9.30626,15.174,0.454898,0.184354,9.22247,15.789,0.409409,0.0909797,9.25599,16.403,0.442927,0.155623,9.27274,17.016,0.457293,0.167594,9.2081,17.629,0.426168,0.160412,9.27274,18.244,0.454898,0.160412,9.32781,18.857,0.411803,0.162806,9.30387,19.47,0.45011,0.196325,9.3302,20.084,0.471658,0.138864,9.28711,20.698,0.407014,0.160412,9.25119,22.613,0.399832,0.225055,9.30626,23.228,0.409409,0.237026,9.26317,23.841,0.428562,0.134075,9.16022,24.506,0.411803,0.234632,9.34457,25.123,0.418985,0.179565,9.31345,25.737,0.430956,0.21069,9.2919,26.351,0.423774,0.213084,9.35175,26.963,0.435745,0.179565,9.34457,27.577,0.476446,0.146046,9.30626,28.191,0.442927,0.129287,9.14585,28.804,0.457293,0.186748,9.33739,29.417,0.459687,0.150835,9.21768,30.031,0.418985,0.110133,9.18895,30.644,0.430956,0.148441,9.15782,31.257,0.481235,0.217872,9.17458,31.871,0.452504,0.174777,9.32781,32.53,0.392649,0.150835,9.30387,33.146,0.45011,0.181959,9.24162,33.76,0.371101,0.215478,9.36372,34.375,0.488417,0.189142,9.21289,34.989,0.442927,0.162806,9.31823,35.602,0.392649,0.160412,9.28232,36.216,0.42138,0.205901,9.27514,36.83,0.402226,0.292093,9.33499,37.443,0.371101,0.213084,9.29668,38.057,0.464475,0.117316,9.28232,38.67,0.414197,0.217872,9.28232,39.284,0.349553,0.160412,9.29429,39.897,0.430956,0.110133,9.32542,40.511,0.452504,0.146046,9.36372,41.168,0.411803,0.174777,9.29908,41.784,0.4956,0.237026,9.31584,42.399,0.409409,0.186748,9.30626,43.012,0.392649,0.129287,9.27993,43.625,0.402226,0.184354,9.20092,44.24,0.452504,0.160412,9.21289,44.853,0.270545,0.177171,9.17937,45.466,0.474052,0.237026,9.31584,46.081,0.42138,0.0885855,9.12909,46.694,0.433351,0.19393,9.35175,47.307,0.368707,0.217872,9.0022,47.919,0.438139,0.158017,9.30626,48.532,0.481235,0.143652,9.27514,49.145,0.407014,0.181959,9.20571,49.806,0.418985,0.138864,9.40921,50.421,0.373495,0.191536,9.2895,51.037,0.462081,0.186748,9.30148,51.65,0.438139,0.169988,9.33739,52.263,0.411803,0.167594,9.2919,52.877,0.373495,0.225055,9.36133,53.492,0.390255,0.148441,9.24162,54.105,0.390255,0.215478,9.24162,54.718,0.433351,0.141258,9.34457,55.331,0.42138,0.1652,9.30148,55.944,0.4956,0.141258,9.28471,56.557,0.45011,0.201113,9.2919,57.17,0.435745,0.229843,9.32063,57.831,0.459687,0.198719,9.26556,58.446,0.4956,0.146046,9.26317,59.06,0.37589,0.153229,9.21528,59.673,0.438139,0.167594,8.96868,60.287,0.445322,0.189142,9.22965,60.9,0.4956,0.181959,9.23922,61.513,0.521936,0.129287,9.35415,62.127,0.347159,0.141258,9.28471,62.741,0.423774,0.220267,9.33499,63.354,0.35913,0.172383,9.29429,63.967,0.383072,0.198719,9.26796,64.581,0.476446,0.203507,9.31345,65.194,0.363919,0.186748,9.26077,65.807,0.409409,0.143652,9.2488,66.466,0.402226,0.217872,9.39245,67.083,0.411803,0.160412,9.25359,67.697,0.392649,0.23942,9.28232,68.311,0.426168,0.150835,9.31823,68.924,0.459687,0.181959,9.34217,69.538,0.509965,0.114922,9.30148,70.152,0.40462,0.1652,9.2081,70.765,0.486023,0.143652,9.34217,71.378,0.387861,0.122104,9.24641,71.992,0.414197,0.213084,9.35175,72.605,0.42138,0.225055,9.2919,73.219,0.354342,0.201113,9.25119,73.833,0.373495,0.263362,9.18416,74.447,0.438139,0.189142,9.23444,75.096,0.442927,0.179565,9.28711,75.711,0.411803,0.136469,9.28471,76.326,0.409409,0.131681,9.26796,76.939,0.442927,0.141258,9.25359,77.552,0.440533,0.167594,9.21289,78.166,0.474052,0.246603,9.34936,78.779,0.45011,0.102951,9.36372,79.392,0.440533,0.198719,9.22247,80.006,0.476446,0.169988,9.32063,80.62,0.351948,0.208296,9.25359,81.233,0.428562,0.162806,9.24641,81.846,0.476446,0.203507,9.39245,82.458,0.454898,0.148441,9.21768,83.111,0.035913,0.869095,9.97903,5.865,0
-1.16119,-9.50259,0.574608,6.584,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.71664,-7.43879,-2.23858,7.404,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10.3406,4.42448,-3.51948,8.124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.23541,-4.51068,9.58878,8.944,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.730232,-3.52427,5.07571,9.666,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.36612,1.36948,-3.38301,10.382,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40462,-1.00556,15.7874,11.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.76129,-5.01825,-5.1619,11.917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.48835,9.09079,16.702,12.638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
